	id	params	train_rmse	test_rmse	train_mape	test_mape
18	1.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.9574895337997	7.784205768749768	8.562401843156639	5.696554194188804
19	1.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.439383797564403	7.828547317975078	8.26489791357861	5.758176668311483
20	1.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.942658884675046	7.7560570354486975	7.967195817739974	5.725135212828622
21	1.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.3741475522694415	7.040927221268347	4.843350743822088	5.073462430739213
22	1.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.215145372099676	7.154565538030527	4.095449081470161	5.022194426439949
23	1.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.171056867840207	7.058854195079328	3.407022469284618	4.937443713976903
24	1.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.228880074600995	7.062349248931796	4.062764227967587	5.034993498028785
25	1.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.007637859384806	7.087154602685391	3.2631560342126433	5.052066402221351
26	1.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.954382682073639	6.8563472367470295	2.5626505265870456	4.961241312097898
27	2.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.78696368325763	12.97887966229575	8.428963186043553	7.824571442976655
28	2.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.269847932703042	12.90462983321762	8.134543866562915	7.812936054995147
29	2.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.753548131333565	12.772844988352304	7.821204924292916	7.749728349671425
30	2.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.32228187005188	10.78066105202007	4.79593393098254	6.818462130750673
31	2.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.221395615908438	10.578663296299172	4.102984052978739	6.662548480904494
32	2.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.141957271493616	10.840960310962199	3.3965096989338575	6.755084179450092
33	2.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.203120384053281	11.176127025119012	4.056853598630819	7.033013044475599
34	2.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	4.970646123378996	10.993098419252485	3.2541025633417604	6.904499518323889
35	2.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.949131756592039	10.404831178310408	2.5429204886458003	6.486511314028121
36	2.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.78696368325763	12.97887966229575	8.428963186043553	7.824571442976655
37	2.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.269847932703042	12.90462983321762	8.134543866562915	7.812936054995147
38	2.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.753548131333565	12.772844988352304	7.821204924292916	7.749728349671425
39	2.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.303299807380485	10.793346266982903	4.786620411716401	6.719678636033964
40	2.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.175835773587817	10.58033135123527	4.082313451883789	6.645158504171465
41	2.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.095806981618258	10.76216202424285	3.3732745657584475	6.709041662797619
42	2.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.203120509610864	11.176127738641233	4.056853647739861	7.033013433024584
43	2.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	4.971687329183085	10.94108090400215	3.2558667860794017	6.8979732362062744
44	2.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.966292060167874	10.360222605824294	2.55881847316658	6.431658574520677
45	2.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.78696368325763	12.97887966229575	8.428963186043553	7.824571442976655
46	2.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.269847932703042	12.90462983321762	8.134543866562915	7.812936054995147
47	2.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.753548150613668	12.772844988352304	7.8212037392778555	7.749728349671425
48	2.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.303299807380485	10.793346266982903	4.786620411716401	6.719678636033964
49	2.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.175835861579548	10.58033135123527	4.082312868283526	6.645158504171465
50	2.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.07940434829689	10.77277799292788	3.3527217890245637	6.689640420706365
51	2.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.203129993779201	11.176129799279805	4.056842648697363	7.033012797194754
52	2.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	4.947310153898908	10.758619627099451	3.2286879335839007	6.750553923553768
53	2.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.936541753376921	10.402186475560695	2.546625978727603	6.512845088831949
54	3.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.919992172359333	9.038366300913117	8.52647017079726	6.985316597561687
55	3.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.40423906198628	8.826798767416067	8.243443644111341	6.759976407568645
56	3.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.91366104469796	8.847088281945704	7.9472859491894905	6.608401585174238
57	3.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.45541712653521	7.069224426895108	4.879417022348032	4.938240063969181
58	3.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.300425219030819	6.9522383326561	4.14385998472675	4.591894219734134
59	3.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.149523709918841	7.213133806512494	3.3809245623006023	4.691195656845979
60	3.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.264403130170995	7.186790715725384	4.085483334176356	4.9375583213160175
61	3.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.096066415059552	7.083515040447834	3.313626006902531	4.5866424055671455
62	3.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.9893796854481147	7.908126291205086	2.5788537216745167	5.000217038229788
63	3.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.919992172359333	9.038366300913117	8.52647017079726	6.985316597561687
64	3.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.40423906198628	8.826798767416067	8.243443644111341	6.759976407568645
65	3.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.91366104469796	8.847088281945704	7.9472859491894905	6.608401585174238
66	3.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.4555865286001906	7.067515902177894	4.880523540375381	4.936613925698223
67	3.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.32890895343098	6.922611883496532	4.162116672894652	4.596363844205522
68	3.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.16279583441405	7.2855972877222985	3.387414754930502	4.755774324765844
69	3.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.264402651729404	7.186793216363507	4.0854823568389325	4.937560702276728
70	3.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.070064230998648	7.118831766076823	3.3067330885283583	4.677798651737339
71	3.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.9857277046748756	7.8414885870863795	2.5816425981648328	4.962022532390683
72	3.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.919992172359333	9.038366300913117	8.52647017079726	6.985316597561687
73	3.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.40423906198628	8.826798767416067	8.243443644111341	6.759976407568645
74	3.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.91366104469796	8.847088281945704	7.9472859491894905	6.608401585174238
75	3.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.4555865286001906	7.067515902177894	4.880523540375381	4.936613925698223
76	3.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.308705613705814	6.991516092326169	4.1498986916821	4.632698714767603
77	3.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.131837619116806	7.120953831732032	3.379396030086674	4.611165457600396
78	3.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.264402651729404	7.186793216363507	4.0854823568389325	4.937560702276728
79	3.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.070064793276974	7.118831512798223	3.3067355845357054	4.677798936441733
80	3.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.9857369639911924	7.841629885856393	2.581617169760313	4.962159226135238
81	4.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.838861170611525	11.814780926338296	8.46083238974444	7.784909037404954
82	4.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.341337259904241	11.753704737376989	8.165428096441902	7.814257196547893
83	4.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.83764694598535	11.81298067991208	7.871952148449772	7.829380890126162
84	4.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.388602125200369	10.247275711792572	4.825315527148141	6.783985601968942
85	4.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.260226169896615	10.445242632444316	4.100120344141718	7.005638812603109
86	4.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.19719629378913	10.678816656959981	3.4120068726770514	7.075576671967172
87	4.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.2645145153208235	10.54264900264843	4.096837390078662	7.095176446705574
88	4.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.084923969856002	10.17874396811896	3.2898566122815316	6.695754398448041
89	4.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.9838033922017213	10.68588536112835	2.569494866859099	6.990400181072053
90	4.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.838861170611525	11.814780926338296	8.46083238974444	7.784909037404954
91	4.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.341337259904241	11.753704737376989	8.165428096441902	7.814257196547893
92	4.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.83764694598535	11.81298067991208	7.871952148449772	7.829380890126162
93	4.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.388602195412532	10.247275242069732	4.825312964426464	6.783984841640915
94	4.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.260232920892001	10.44524031391934	4.100115824202702	7.005637792978048
95	4.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.176568658568789	10.681320234814116	3.400346477676525	7.082327684897612
96	4.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.264514598738051	10.54264900264843	4.09683409166079	7.095176446705574
97	4.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.0667358954142925	10.155718601861352	3.281766434694932	6.716419177227122
98	4.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.962188368221937	10.577764181490995	2.5566345753553548	6.970619186225475
99	4.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.838861170611525	11.814780926338296	8.46083238974444	7.784909037404954
100	4.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.341337259904241	11.753704737376989	8.165428096441902	7.814257196547893
101	4.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.83764694598535	11.81298067991208	7.871952148449772	7.829380890126162
102	4.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.388602195412532	10.247275242069732	4.825312964426464	6.783984841640915
103	4.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.260233618929625	10.445241961468705	4.100104857003604	7.005638471501541
104	4.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.203611325011547	10.671323746348822	3.4143010855160942	7.070599613075197
105	4.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.264514598738051	10.54264900264843	4.09683409166079	7.095176446705574
106	4.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.077275683486855	10.163503772690508	3.288507944833173	6.734697663663406
107	4.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.9942061832219107	10.581834144901855	2.570336475568365	7.013134284669588
108	5.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.914186827516856	10.117822878179835	8.497066942496707	8.812135600367503
109	5.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.401920962505896	10.018908613824713	8.200919337103949	8.744836588602867
110	5.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.885972165881423	9.987658916176802	7.895132924038093	8.721736272445435
111	5.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.46305620618352	6.823762499835215	4.8662299014853545	5.213894426139794
112	5.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.268155363870627	7.015760164651643	4.134828287533052	5.369203342401538
113	5.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.1960090283959515	6.903844188214759	3.420392368649541	5.241360008564273
114	5.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.307991682159325	7.242342776251823	4.089348773365834	5.572646005028721
115	5.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.074496604427803	6.98351170477661	3.306042585281002	5.244099202871569
116	5.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.992138478628716	7.108053338524472	2.5717364118921395	5.401044556093301
117	5.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.914186827516856	10.117822878179835	8.497066942496707	8.812135600367503
118	5.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.401920962505896	10.018908613824713	8.200919337103949	8.744836588602867
119	5.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.885972165881423	9.987658916176802	7.895132924038093	8.721736272445435
120	5.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.46305620618352	6.823762499835215	4.8662299014853545	5.213894426139794
121	5.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.268154183907085	7.015758347705571	4.134822625567454	5.369200368443272
122	5.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.196013430804157	6.903845545569369	3.420397675643948	5.241364785797989
123	5.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.307991682159325	7.242342776251823	4.089348773365834	5.572646005028721
124	5.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.074509336848521	6.983535899381915	3.306029292839589	5.244119881689762
125	5.0	{'gamma': 0.1, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.9996311026362665	7.115997136015791	2.5703729010851624	5.46053587584997
126	5.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.914186827516856	10.117822878179835	8.497066942496707	8.812135600367503
127	5.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	12.401920962505896	10.018908613824713	8.200919337103949	8.744836588602867
128	5.0	{'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.885972165881423	9.987658916176802	7.895132924038093	8.721736272445435
129	5.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.46305620618352	6.823762499835215	4.8662299014853545	5.213894426139794
130	5.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.268155002418725	7.015756257367738	4.134826250603905	5.36919851562559
131	5.0	{'gamma': 0.2, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.196017649602637	6.903844341944401	3.4203864728004483	5.241363502293525
132	5.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.303458565676961	7.234022243672101	4.087232020596661	5.536536128239252
133	5.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	5.0744990835556525	6.983529906528547	3.3060057182659435	5.244115351183726
134	5.0	{'gamma': 0.2, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.88897094373777	7.019784275005766	2.5110140237670353	5.382817854166638
135	6.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.46469314048386	22.84220341054445	8.299457127263455	12.154023596876822
136	6.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	11.97588853697085	22.564238509150908	8.000832291005112	11.926239747743082
137	6.0	{'gamma': 0.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.526313517525606	22.314016638988868	7.7243164675700955	11.882919405936287
138	6.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.111899146744182	17.450626968878186	4.700075525886353	10.223299778143861
139	6.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.076259281709906	17.875900430329388	4.036679686081486	9.916861103818041
140	6.0	{'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	5.002667660212147	17.204656415081853	3.307115693151986	9.967616182335021
141	6.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	6.0814744659406825	18.290171068134946	4.010011836684193	10.387772803956372
142	6.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	4.926706639611183	18.538450823209025	3.2466325853475455	10.186052582581299
143	6.0	{'gamma': 0.0, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	3.885695397249162	18.138994724143448	2.525370848402578	10.606805807096288
144	6.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	12.46469314048386	22.84220341054445	8.299457127263455	12.154023596876822
145	6.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	11.97588853697085	22.564238509150908	8.000832291005112	11.926239747743082
146	6.0	{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'nthread': 4}	11.524448991332862	22.275561437983168	7.724274288829013	11.874246760583295
147	6.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'nthread': 4}	7.111899146744182	17.450626968878186	4.700075525886353	10.223299778143861
148	6.0	{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'nthread': 4}	6.076270279746533	17.880000028202495	4.036660552251652	9.918017033271548
