id,start,end,count
5,2020-03-03 09:49:15,2020-03-03 09:50:22,68
5,2020-03-03 22:08:25,2020-03-03 22:38:16,1792
5,2020-03-03 22:51:57,2020-03-03 22:53:03,67
5,2020-03-04 00:59:51,2020-03-04 01:00:51,61
5,2020-03-04 20:05:43,2020-03-04 22:49:56,9854
5,2020-03-05 22:02:52,2020-03-05 22:44:46,2515
5,2020-03-06 22:29:23,2020-03-06 22:53:05,1423
5,2020-03-07 08:00:47,2020-03-07 08:29:24,1718
6,2020-02-29 08:22:29,2020-02-29 12:01:47,13159
6,2020-02-29 22:52:17,2020-02-29 23:42:22,3006
6,2020-03-02 14:32:34,2020-03-03 07:25:45,60792
6,2020-03-04 04:15:31,2020-03-04 05:39:26,5036
6,2020-03-04 21:43:58,2020-03-04 22:50:51,4014
6,2020-03-05 17:44:17,2020-03-08 01:23:33,200357
6,2020-03-08 10:21:13,2020-03-09 07:38:17,76625
7,2020-03-14 10:38:58,2020-03-14 10:45:49,412
7,2020-03-15 08:18:07,2020-03-15 08:48:55,1849
7,2020-03-15 09:05:32,2020-03-15 09:19:10,819
7,2020-03-15 09:24:33,2020-03-15 09:25:42,70
7,2020-03-15 12:28:11,2020-03-15 12:53:24,1514
7,2020-03-16 08:45:07,2020-03-16 09:12:04,1618
7,2020-03-16 17:29:42,2020-03-16 17:30:40,59
7,2020-03-17 11:02:50,2020-03-17 11:28:57,1568
7,2020-03-18 10:01:36,2020-03-18 10:25:20,1425
7,2020-03-19 09:02:09,2020-03-19 09:24:51,1363
7,2020-03-20 03:57:23,2020-03-20 09:43:14,20752
7,2020-03-20 18:09:19,2020-03-20 18:10:16,58
7,2020-03-21 09:47:08,2020-03-21 10:12:13,1506
7,2020-03-22 04:35:25,2020-03-22 07:59:16,12232
8,2020-03-15 10:28:47,2020-03-15 14:19:04,13818
8,2020-03-17 04:13:36,2020-03-17 12:26:17,29562
8,2020-03-18 19:01:09,2020-03-18 21:47:07,9959
8,2020-03-20 06:34:54,2020-03-20 06:56:17,1284
8,2020-03-20 23:40:09,2020-03-21 06:59:24,26356
8,2020-03-22 05:02:56,2020-03-22 10:38:34,20139
8,2020-03-22 22:10:16,2020-03-22 22:28:59,1124
8,2020-03-23 07:28:05,2020-03-23 09:27:32,7168
9,2020-03-22 09:28:17,2020-03-22 10:11:51,2615
9,2020-03-22 10:45:28,2020-03-22 10:47:28,121
9,2020-03-23 09:06:12,2020-03-23 10:12:24,3973
9,2020-03-24 09:57:58,2020-03-24 10:40:09,2532
9,2020-03-25 19:46:21,2020-03-26 08:01:39,44119
9,2020-03-26 22:01:29,2020-03-26 23:11:57,4229
9,2020-03-27 20:52:29,2020-03-27 21:22:22,1794
9,2020-03-28 22:20:04,2020-03-28 23:53:19,5596
10,2020-03-23 05:09:56,2020-03-23 05:35:26,1531
10,2020-03-24 09:30:48,2020-03-24 10:49:05,4698
10,2020-03-25 06:21:12,2020-03-25 07:00:36,2365
10,2020-03-26 04:48:39,2020-03-26 05:08:19,1181
10,2020-03-27 05:52:34,2020-03-27 06:17:27,1494
10,2020-03-28 03:10:19,2020-03-28 05:26:12,8154
10,2020-03-29 03:59:04,2020-03-29 05:46:21,6438
10,2020-03-30 02:55:53,2020-03-30 06:13:15,11843
11,2020-04-06 12:03:45,2020-04-06 12:30:04,1580
11,2020-04-06 19:59:47,2020-04-06 20:53:39,3233
11,2020-04-06 20:58:50,2020-04-06 22:43:34,6285
11,2020-04-07 08:34:53,2020-04-07 08:39:25,273
11,2020-04-07 18:52:54,2020-04-07 19:55:40,3767
11,2020-04-08 20:09:03,2020-04-08 21:34:54,5152
11,2020-04-09 15:30:43,2020-04-11 06:39:32,140930
11,2020-04-11 20:38:14,2020-04-11 21:37:56,3583
11,2020-04-12 21:08:11,2020-04-12 21:53:26,2716
11,2020-04-13 22:27:49,2020-04-14 02:40:43,15175
11,2020-04-14 20:19:19,2020-04-14 21:13:55,3277
11,2020-04-15 23:42:07,2020-04-16 06:15:49,23623
12,2020-05-03 20:48:46,2020-05-03 21:48:58,3613
12,2020-05-05 20:06:30,2020-05-05 23:19:45,11596
12,2020-05-07 15:56:17,2020-05-07 23:48:39,28343
12,2020-05-08 22:52:52,2020-05-08 23:23:09,1818
12,2020-05-10 13:41:01,2020-05-10 20:47:36,25596
13,2020-05-29 09:11:16,2020-05-29 10:53:44,6149
13,2020-05-30 10:24:33,2020-05-30 10:57:51,1999
13,2020-05-30 11:12:38,2020-05-30 11:18:43,366
13,2020-05-31 10:04:49,2020-05-31 11:16:38,4310
13,2020-05-31 13:11:15,2020-05-31 14:13:58,3764
13,2020-05-31 23:01:10,2020-05-31 23:49:30,2901
13,2020-06-01 10:44:00,2020-06-01 11:48:57,3898
13,2020-06-02 12:28:02,2020-06-02 13:14:42,2801
13,2020-06-03 14:19:09,2020-06-03 15:16:42,3454
13,2020-06-04 09:08:57,2020-06-04 09:45:39,2203
14,2020-06-07 00:54:02,2020-06-07 11:57:12,39791
14,2020-06-07 19:11:50,2020-06-07 22:09:45,10676
14,2020-06-08 22:55:18,2020-06-08 23:31:04,2147
14,2020-06-09 21:18:57,2020-06-10 00:17:56,10740
14,2020-06-11 14:40:48,2020-06-11 22:45:58,29111
14,2020-06-12 21:24:55,2020-06-12 22:52:56,5282
14,2020-06-13 10:35:26,2020-06-13 10:35:41,16
16,2020-07-18 03:07:24,2020-07-18 09:31:40,23057
16,2020-07-19 15:00:20,2020-07-20 08:39:29,63550
16,2020-07-21 14:24:18,2020-07-21 15:37:05,4368
16,2020-07-22 10:59:01,2020-07-22 11:37:30,2310
