id,start,end,count
5,2020-03-01 23:37:43,2020-03-01 23:38:39.750,228
5,2020-03-02 17:47:20,2020-03-02 18:24:57.750,9032
5,2020-03-03 09:24:14,2020-03-03 09:40:09.750,3824
5,2020-03-03 09:49:14,2020-03-03 09:50:12.750,236
5,2020-03-03 22:08:23,2020-03-03 22:38:06.750,7136
5,2020-03-03 22:51:57,2020-03-03 22:52:53.750,228
5,2020-03-04 00:59:50,2020-03-04 01:00:41.750,208
5,2020-03-04 20:05:42,2020-03-04 22:49:46.750,39380
5,2020-03-05 22:02:51,2020-03-05 22:44:36.750,10024
5,2020-03-06 22:29:23,2020-03-06 22:52:55.750,5652
5,2020-03-07 08:00:46,2020-03-07 08:29:14.750,6836
6,2020-02-29 08:22:28,2020-02-29 12:01:37.750,52600
6,2020-02-29 22:52:16,2020-02-29 23:42:12.750,11988
6,2020-03-02 14:32:33,2020-03-03 07:25:35.750,243132
6,2020-03-04 04:15:30,2020-03-04 05:39:16.750,20108
6,2020-03-04 21:43:57,2020-03-04 22:50:41.750,16020
6,2020-03-05 17:44:16,2020-03-08 01:23:23.750,801392
6,2020-03-08 10:21:12,2020-03-09 07:38:07.750,306464
7,2020-03-14 10:38:56,2020-03-14 10:45:39.750,1616
7,2020-03-15 08:18:06,2020-03-15 08:48:45.750,7360
7,2020-03-15 09:05:30,2020-03-15 09:19:00.750,3244
7,2020-03-15 09:24:31,2020-03-15 09:25:32.750,248
7,2020-03-15 12:28:09,2020-03-15 12:53:14.750,6024
7,2020-03-16 08:45:05,2020-03-16 09:11:54.750,6440
7,2020-03-16 17:29:41,2020-03-16 17:30:30.750,200
7,2020-03-17 11:02:49,2020-03-17 11:28:47.750,6236
7,2020-03-18 10:01:34,2020-03-18 10:25:10.750,5668
7,2020-03-19 09:02:07,2020-03-19 09:24:41.750,5420
7,2020-03-20 03:57:22,2020-03-20 09:43:04.750,82972
7,2020-03-20 18:09:17,2020-03-20 18:10:06.750,200
7,2020-03-21 09:47:07,2020-03-21 10:12:03.750,5988
7,2020-03-22 04:35:24,2020-03-22 07:59:06.750,48892
8,2020-03-15 10:28:45,2020-03-15 14:18:54.750,55240
8,2020-03-17 04:13:35,2020-03-17 12:26:07.750,118212
8,2020-03-18 19:01:08,2020-03-18 21:46:57.750,39800
8,2020-03-20 06:34:52,2020-03-20 06:56:07.750,5104
8,2020-03-20 23:40:08,2020-03-21 06:59:14.750,105388
8,2020-03-22 05:02:55,2020-03-22 10:38:24.750,80520
8,2020-03-22 22:10:15,2020-03-22 22:28:49.750,4460
8,2020-03-23 07:28:04,2020-03-23 09:27:22.750,28636
9,2020-03-22 09:28:16,2020-03-22 10:11:41.750,10424
9,2020-03-22 10:45:28,2020-03-22 10:47:18.750,444
9,2020-03-23 09:06:11,2020-03-23 10:12:14.750,15856
9,2020-03-24 09:57:57,2020-03-24 10:39:59.750,10092
9,2020-03-25 19:46:20,2020-03-26 08:01:29.750,176440
9,2020-03-26 22:01:28,2020-03-26 23:11:47.750,16880
9,2020-03-27 20:52:28,2020-03-27 21:22:12.750,7140
9,2020-03-28 22:20:03,2020-03-28 23:53:09.750,22348
10,2020-03-23 05:09:55,2020-03-23 05:35:16.750,6088
10,2020-03-24 09:30:47,2020-03-24 10:48:55.750,18756
10,2020-03-25 06:21:10,2020-03-25 07:00:26.750,9428
10,2020-03-26 04:48:37,2020-03-26 05:08:09.750,4692
10,2020-03-27 05:52:32,2020-03-27 06:17:17.750,5944
10,2020-03-28 03:10:18,2020-03-28 05:26:02.750,32580
10,2020-03-29 03:59:03,2020-03-29 05:46:11.750,25716
10,2020-03-30 02:55:52,2020-03-30 06:13:05.750,47336
11,2020-04-06 12:03:43,2020-04-06 12:29:54.750,6288
11,2020-04-06 19:59:45,2020-04-06 20:53:29.750,12900
11,2020-04-06 20:58:50,2020-04-06 22:43:24.750,25100
11,2020-04-07 08:34:51,2020-04-07 08:39:15.750,1060
11,2020-04-07 18:52:52,2020-04-07 19:55:30.750,15036
11,2020-04-08 20:09:03,2020-04-08 21:34:44.750,20568
11,2020-04-09 15:30:43,2020-04-11 06:39:22.750,563680
11,2020-04-11 20:38:13,2020-04-11 21:37:46.750,14296
11,2020-04-12 21:08:11,2020-04-12 21:53:16.750,10824
11,2020-04-13 22:27:49,2020-04-14 02:40:33.750,60660
11,2020-04-14 20:19:18,2020-04-14 21:13:45.750,13072
11,2020-04-15 23:42:06,2020-04-16 06:15:39.750,94456
12,2020-05-03 20:48:44,2020-05-03 21:48:48.750,14420
12,2020-05-05 20:06:29,2020-05-05 23:19:35.750,46348
12,2020-05-07 15:56:16,2020-05-07 23:48:29.750,113336
12,2020-05-08 22:52:50,2020-05-08 23:22:59.750,7240
12,2020-05-10 13:41:00,2020-05-10 20:47:26.750,102348
13,2020-05-29 09:11:16,2020-05-29 10:53:34.750,24556
13,2020-05-30 10:24:31,2020-05-30 10:57:41.750,7964
13,2020-05-30 11:12:38,2020-05-30 11:18:33.750,1424
13,2020-05-31 10:04:48,2020-05-31 11:16:28.750,17204
13,2020-05-31 13:11:13,2020-05-31 14:13:48.750,15024
13,2020-05-31 23:01:09,2020-05-31 23:49:20.750,11568
13,2020-06-01 10:43:59,2020-06-01 11:48:47.750,15556
13,2020-06-02 12:28:00,2020-06-02 13:14:32.750,11172
13,2020-06-03 14:19:07,2020-06-03 15:16:32.750,13784
13,2020-06-04 09:08:57,2020-06-04 09:45:29.750,8772
14,2020-06-07 00:54:01,2020-06-07 11:57:02.750,159128
14,2020-06-07 19:11:49,2020-06-07 22:09:35.750,42668
14,2020-06-08 22:55:16,2020-06-08 23:30:54.750,8556
14,2020-06-09 21:18:55,2020-06-10 00:17:46.750,42928
14,2020-06-11 14:40:47,2020-06-11 22:45:48.750,116408
14,2020-06-12 21:24:55,2020-06-12 22:52:46.750,21088
14,2020-06-13 10:35:25,2020-06-13 10:35:31.750,28
16,2020-07-18 03:07:21,2020-07-18 09:31:30.750,92200
16,2020-07-19 15:00:19,2020-07-20 08:39:19.750,254164
16,2020-07-21 14:24:16,2020-07-21 15:36:55.750,17440
16,2020-07-22 10:59:00,2020-07-22 11:37:20.750,9204
