id,start,end,count
10,2020-03-28 03:10:18.375000,2020-03-28 05:26:02.968750,260628
10,2020-03-29 03:59:03.375000,2020-03-29 05:46:11.968750,205716
10,2020-03-30 02:55:52.312500,2020-03-30 06:13:05.968750,378678
11,2020-04-06 12:03:44.125000,2020-04-06 12:29:54.968750,50268
11,2020-04-06 19:59:46.375000,2020-04-06 20:53:29.968750,103156
11,2020-04-06 20:58:49.875000,2020-04-06 22:43:24.968750,200804
11,2020-04-07 08:34:52.562500,2020-04-07 08:39:15.968750,8430
11,2020-04-07 18:52:53.687500,2020-04-07 19:55:30.968750,120234
11,2020-04-08 20:09:02.875000,2020-04-08 21:34:44.968750,164548
11,2020-04-09 15:30:42.937500,2020-04-11 06:39:22.968750,4509442
11,2020-04-11 20:38:13.437500,2020-04-11 21:37:46.968750,114354
11,2020-04-12 21:08:10.812500,2020-04-12 21:53:16.968750,86598
11,2020-04-13 22:27:48.875000,2020-04-14 02:40:33.968750,485284
11,2020-04-14 20:19:18.062500,2020-04-14 21:13:45.968750,104574
11,2020-04-15 23:42:06.625000,2020-04-16 06:15:39.968750,755628
12,2020-05-03 20:48:45.250000,2020-05-03 21:48:48.968750,115320
12,2020-05-05 20:06:29.312500,2020-05-05 23:19:35.968750,370774
12,2020-05-07 15:56:16.312500,2020-05-07 23:48:29.968750,906678
12,2020-05-08 22:52:51.375000,2020-05-08 23:22:59.968750,57876
12,2020-05-10 13:41:00.375000,2020-05-10 20:47:26.968750,818772
13,2020-05-29 09:11:15.812500,2020-05-29 10:53:34.968750,196454
13,2020-05-30 10:24:32.375000,2020-05-30 10:57:41.968750,63668
13,2020-05-30 11:12:37.687500,2020-05-30 11:18:33.968750,11402
13,2020-05-31 10:04:48.437500,2020-05-31 11:16:28.968750,137618
13,2020-05-31 13:11:14.375000,2020-05-31 14:13:48.968750,120148
13,2020-05-31 23:01:09.250000,2020-05-31 23:49:20.968750,92536
13,2020-06-01 10:43:59.625000,2020-06-01 11:48:47.968750,124428
13,2020-06-02 12:28:01.125000,2020-06-02 13:14:32.968750,89340
13,2020-06-03 14:19:08.250000,2020-06-03 15:16:32.968750,110232
13,2020-06-04 09:08:56.625000,2020-06-04 09:45:29.968750,70188
14,2020-06-07 00:54:01.375000,2020-06-07 11:57:02.968750,1273012
14,2020-06-07 19:11:49.312500,2020-06-07 22:09:35.968750,341334
14,2020-06-08 22:55:17.062500,2020-06-08 23:30:54.968750,68414
14,2020-06-09 21:18:56.500000,2020-06-10 00:17:46.968750,343376
14,2020-06-11 14:40:47.375000,2020-06-11 22:45:48.968750,931252
14,2020-06-12 21:24:55.000000,2020-06-12 22:52:46.968750,168704
14,2020-06-13 10:35:25.625000,2020-06-13 10:35:31.968750,204
16,2020-07-18 03:07:23.250000,2020-07-18 09:31:30.968750,737528
16,2020-07-19 15:00:19.000000,2020-07-20 08:39:19.968750,2033312
16,2020-07-21 14:24:17.000000,2020-07-21 15:36:55.968750,139488
16,2020-07-22 10:59:00.125000,2020-07-22 11:37:20.968750,73628
